proper,HR,RA2000,DEJ2000,Vmag
NA,5078,13.487477,-1.364428,6.42
NA,5071,13.490348,-51.165134,5.04
NA,5080,13.495218,-23.281331,6.4
NA,5087,13.499344,6.013533,6.51
NA,5086,13.500022,7.178853,6.18
NA,5088,13.507146,-6.470265,6.1
NA,5089,13.517405,-39.407307,3.9
NA,5096,13.521052,42.106153,6.07
NA,5090,13.525882,-28.11274,6.48
NA,5095,13.532746,-6.255816,4.68
NA,5094,13.534114,-18.72888,6.01
NA,5092,13.534836,-38.398844,6.14
NA,5098,13.542909,-29.565263,6.45
NA,5097,13.543307,-28.692768,5.69
NA,5102,13.546725,24.346743,6.11
NA,5099,13.547679,-15.363012,5.52
NA,5100,13.549465,-10.165,5.21
NA,5101,13.55003,-7.194727,10.61
NA,5082,13.554012,-77.569388,6.52
NA,5093,13.559972,-65.63269,6.36
NA,5109,13.568698,55.348434,5.6
NA,5105,13.56887,3.658967,4.92
NA,5108,13.57274,38.789265,6.37
NA,5112,13.57425,49.015973,4.68
NA,5103,13.574714,-48.272162,6.32
NA,5106,13.577903,-13.214324,5.92
Heze,5107,13.57822,-0.59582,3.38
NA,5131,13.578555,76.54671,6.46
NA,5104,13.578773,-33.310854,6.46
NA,5110,13.579943,37.182415,4.91
NA,5116,13.587251,44.197047,6.83
NA,5111,13.592027,-5.396191,5.7
NA,5114,13.592618,10.204962,6.48
NA,5114,13.592966,10.223731,8.93
NA,5126,13.611082,49.486648,6.48
NA,5120,13.61346,-26.495198,5.73
NA,5117,13.614048,-34.467839,6.48
NA,5123,13.616412,24.613297,5.72
NA,5118,13.618339,-44.143203,5.96
NA,5139,13.619731,71.242252,5.5
NA,5113,13.62008,-61.691856,5.63
NA,5121,13.623189,-46.427879,5.91
NA,5127,13.624345,36.294898,4.82
NA,5133,13.628592,50.714838,6.51
NA,5122,13.635452,-58.414646,6.41
NA,5129,13.635524,14.301926,6.49
NA,5128,13.645021,-29.560867,5.81
NA,5119,13.646054,-70.444829,6.11
NA,5124,13.646933,-57.622717,6.0
NA,5137,13.650635,18.265323,6.46
NA,5115,13.653341,-75.683788,6.32
NA,5142,13.658472,52.921208,5.46
NA,5138,13.659616,10.746269,5.57
NA,5135,13.661346,-39.747587,6.29
NA,5136,13.663488,-40.051708,5.61
NA,5132,13.664796,-53.466394,2.29
NA,5134,13.666622,-49.949956,5.74
NA,5125,13.666828,-70.787787,6.59
NA,5130,13.669656,-64.576553,5.79
NA,5143,13.670996,31.012036,6.21
NA,5153,13.672614,57.207606,6.28
NA,5148,13.673132,50.519413,6.31
NA,5145,13.677523,28.065165,6.22
NA,5144,13.677909,19.955719,5.73
NA,5154,13.678967,54.681634,4.63
NA,5084,13.682257,-85.786043,5.56
NA,5149,13.683986,22.495768,5.63
NA,5162,13.691625,64.822411,5.85
NA,5146,13.691905,-23.44981,6.6
NA,5150,13.693549,-8.702984,5.03
NA,5141,13.695775,-54.559425,4.99
NA,5147,13.695991,-33.597378,6.58
NA,5140,13.700307,-58.787078,5.38
NA,5156,13.703545,8.388394,6.16
NA,5203,13.706379,82.752408,5.92
NA,5160,13.708006,41.674282,6.3
NA,5184,13.71093,78.064437,5.91
NA,5161,13.712063,34.989021,5.98
NA,5152,13.715177,-50.790236,6.43
NA,5155,13.715287,-41.401043,5.96
NA,5151,13.715587,-56.767971,6.0
NA,5159,13.717698,3.537903,5.35
NA,5157,13.727802,-42.067521,5.96
NA,5164,13.729212,22.700423,6.12
NA,5163,13.731732,-5.498934,6.51
NA,5169,13.731884,52.064413,6.02
NA,5158,13.737781,-51.012454,6.44
NA,5165,13.741618,-16.179072,5.55
NA,5166,13.746019,-25.500933,6.21
NA,5177,13.753657,55.879349,6.47
NA,5170,13.759741,-15.767467,6.18
NA,5167,13.760249,-26.116009,5.81
NA,5168,13.761471,-33.043721,4.23
NA,5173,13.765644,-12.426528,5.5
NA,5179,13.770435,41.088746,5.88
NA,5180,13.771964,38.503626,5.92
NA,5187,13.776573,54.432679,5.68
NA,5172,13.777604,-51.432766,4.64
NA,5182,13.778701,25.702236,5.97
NA,5174,13.78232,-36.251933,5.15
NA,5183,13.782534,6.350375,6.33
NA,5186,13.783277,38.542697,5.51
NA,5171,13.786352,-62.589714,6.4
NA,5178,13.787057,-9.709455,6.04
NA,5185,13.78771,17.456906,4.5
NA,5181,13.790386,-17.859839,5.41
NA,5175,13.791005,-50.249291,5.92
Alkaid,5191,13.792354,49.313265,1.85
NA,5176,13.794052,-50.320682,5.46
NA,5195,13.81076,31.190206,5.61
NA,5189,13.815316,-35.70418,6.56
NA,5199,13.815845,39.542553,9.02
NA,5192,13.824091,-34.450776,4.19
NA,5200,13.824623,15.797905,4.05
Heng,5190,13.825078,-41.687709,3.41
NA,5193,13.826943,-42.473732,3.47
NA,5201,13.828564,21.264105,4.92
NA,5204,13.829149,36.632823,6.43
NA,5213,13.829296,61.489313,5.97
NA,5196,13.831191,-18.134168,4.96
NA,5197,13.835142,-29.081321,6.19
NA,5198,13.838721,-39.900855,6.43
NA,5205,13.840189,5.497224,6.0
NA,5216,13.841043,58.539458,6.45
NA,5202,13.842943,-19.897895,6.54
NA,5227,13.849804,68.3153,6.39
NA,5214,13.851258,34.772516,6.66
NA,5215,13.85256,34.664399,5.89
NA,5209,13.855656,-24.390368,6.43
NA,5226,13.857205,64.723272,4.58
NA,5208,13.860142,-36.433279,6.34
NA,5206,13.863117,-46.898666,5.77
NA,5194,13.863174,-69.401258,5.73
NA,5219,13.863188,34.44424,4.76
NA,5210,13.863779,-32.994089,4.32
NA,5212,13.866939,-31.619207,6.11
NA,5207,13.868021,-52.81153,5.26
NA,5220,13.871779,12.165135,6.1
NA,5229,13.886192,28.648131,5.91
NA,5221,13.886817,-31.927612,4.75
NA,5225,13.886925,17.932868,5.71
NA,5222,13.892437,-35.664248,5.53
NA,5217,13.895306,-53.373323,5.87
NA,5238,13.897507,53.728677,5.7
NA,5224,13.897806,-35.314361,6.17
NA,5223,13.899234,-47.128164,5.83
NA,5228,13.904626,-28.56959,6.05
Muphrid,5235,13.911411,18.397717,2.68
NA,5232,13.911707,-1.503125,5.16
NA,5218,13.913646,-67.6521,5.74
NA,5233,13.916167,-8.058852,6.19
NA,5230,13.920042,-52.160822,5.66
Leepwal,5231,13.925667,-47.288375,2.55
NA,5188,13.927493,-82.66619,5.95
NA,5237,13.929011,-31.284977,6.53
NA,5243,13.930555,14.056503,6.16
NA,5245,13.936242,32.032598,6.31
NA,5239,13.938837,-46.592948,5.82
NA,5234,13.938882,-54.13242,6.14
NA,5244,13.941077,1.050581,5.9
NA,5236,13.942489,-54.704665,6.0
NA,5247,13.942827,27.492082,5.02
NA,5246,13.957702,-23.02263,6.14
NA,5256,13.958911,61.492861,6.49
NA,5241,13.960809,-63.686696,4.71
NA,5248,13.971186,-42.100753,3.83
NA,5250,13.975319,-24.972249,5.2
NA,5242,13.975352,-65.800665,6.2
NA,5255,13.977479,21.696219,5.76
NA,5254,13.977752,14.649275,6.01
NA,5249,13.977987,-44.803584,3.87
NA,5251,13.988187,-50.369647,5.92
NA,5258,13.997022,-3.549788,6.36
NA,5257,14.000037,-25.010403,5.77
NA,5252,14.004842,-61.481028,6.49
NA,5240,14.009124,-78.589981,6.09
NA,5253,14.014596,-66.26891,5.96
NA,5263,14.01958,27.386594,6.23
NA,5259,14.021962,-40.221943,6.12
NA,5262,14.022341,8.894906,5.98
NA,5264,14.027443,1.544532,4.23
NA,5260,14.028748,-45.603421,4.34
NA,5282,14.030746,68.678675,6.34
NA,5271,14.036717,45.753457,6.28
NA,5265,14.039662,-27.429773,5.47
NA,5270,14.04218,9.686096,6.18
NA,5280,14.049935,50.971809,6.16
NA,5268,14.050478,-31.684035,6.18
NA,5266,14.057371,-56.213434,5.93
NA,5269,14.057632,-41.423345,6.08
NA,5273,14.058986,10.786779,6.27
NA,5274,14.060213,7.54617,6.25
Hadar,5267,14.063729,-60.373039,0.61
NA,5272,14.064747,-22.421602,6.3
NA,5275,14.065488,4.900973,6.24
NA,5276,14.070711,-5.381416,6.39
Thuban,5291,14.073165,64.37585,3.67
NA,5277,14.074161,-14.971708,6.35
NA,5283,14.077063,2.297531,6.28
NA,5284,14.087226,-16.335986,6.56
NA,5261,14.088903,-76.796752,5.69
NA,5278,14.09625,-54.669362,6.2
NA,5285,14.10077,-41.179633,4.36
NA,5286,14.10303,-43.091702,6.18
NA,5287,14.106193,-26.682361,3.25
NA,5281,14.106989,-59.715905,6.39
Menkent,5288,14.111395,-36.369954,2.06
NA,5290,14.111896,-9.313515,5.46
NA,5305,14.115681,74.593781,6.43
NA,5299,14.132154,43.854452,5.13
NA,5289,14.137301,-63.20795,6.39
NA,5300,14.138145,49.458167,5.26
NA,5279,14.14099,-74.850285,6.02
NA,5302,14.146143,59.337649,6.47
NA,5321,14.147498,77.547514,4.8
NA,5294,14.147748,-43.470779,6.19
NA,5292,14.148961,-59.276712,6.34
NA,5298,14.150165,-10.334546,6.45
NA,5296,14.159734,-51.504672,5.96
NA,5297,14.165242,-53.438946,4.74
NA,5304,14.173315,25.091677,4.82
NA,5293,14.175252,-70.305464,6.07
NA,5301,14.18069,-16.30203,4.93
NA,5295,14.183865,-69.719318,6.07
NA,5310,14.187534,32.295892,6.14
NA,5307,14.192001,1.362399,6.42
NA,5334,14.201122,69.432548,5.18
NA,5313,14.20439,2.409433,4.99
NA,5309,14.206824,-24.363352,6.35
NA,5312,14.212785,-27.261186,5.07
Kang,5315,14.214929,-10.273702,4.18
NA,5314,14.220349,-26.612309,6.23
NA,5308,14.221226,-53.665674,5.53
NA,5328,14.224385,51.787868,6.62
NA,5329,14.224718,51.789965,4.53
NA,5311,14.227731,-54.625627,6.09
NA,5317,14.227997,-0.845463,5.89
NA,5323,14.234773,12.959444,5.53
NA,5322,14.239253,-5.947717,6.36
NA,5335,14.239876,41.518757,6.23
NA,5333,14.244711,21.873392,6.38
NA,5318,14.245191,-41.837495,5.61
NA,5330,14.247458,10.10061,5.29
NA,5331,14.248061,3.335878,6.41
NA,5316,14.249208,-57.086126,5.03
NA,5324,14.250349,-29.281904,6.1
NA,5345,14.254723,52.535925,6.56
NA,5319,14.255921,-53.509941,6.4
NA,5332,14.256691,-18.20069,5.53
NA,5325,14.260737,-45.000756,6.31
Arcturus,5340,14.26103,19.18241,-0.05
Syrma,5338,14.266908,-6.000547,4.07
NA,5350,14.269439,51.367231,4.75
NA,5337,14.27176,-33.241322,6.57
NA,5341,14.272606,-6.621544,6.44
Xuange,5351,14.273074,46.088305,4.18
NA,5347,14.273416,39.744711,6.38
NA,5342,14.275046,-3.196305,6.15
NA,5346,14.275791,20.121848,6.25
NA,5326,14.276201,-59.91369,7.18
NA,5320,14.277423,-66.587894,5.72
NA,5306,14.281989,-77.664221,6.48
NA,5344,14.284386,-18.5857,6.22
NA,5360,14.289208,51.307373,6.19
NA,5352,14.291237,15.26338,5.84
NA,5363,14.297001,48.002004,6.32
NA,5361,14.29995,35.509505,4.8
NA,5353,14.300201,-7.542388,6.47
NA,5303,14.303877,-81.00776,4.89
NA,5348,14.306601,-33.22055,6.54
NA,5355,14.310627,-18.715968,5.86
NA,5369,14.315469,38.767426,6.86
NA,5372,14.315532,54.863753,6.47
NA,5356,14.316922,-25.815426,5.87
Khambalia,5359,14.318498,-13.371095,4.52
NA,5365,14.321188,13.004299,5.41
NA,5357,14.323302,-37.002907,5.93
NA,5354,14.323396,-46.058093,3.55
NA,5366,14.325689,-2.265518,5.14
NA,5368,14.328042,0.384333,6.18
NA,5370,14.329233,16.306948,4.84
NA,5373,14.329926,38.794052,6.33
NA,5349,14.331002,-61.272972,5.22
NA,5374,14.335741,30.429128,6.45
NA,5362,14.336029,-43.058843,5.55
NA,5358,14.338763,-56.386497,4.3
NA,5367,14.342623,-37.885295,4.05
NA,5364,14.345159,-45.18706,4.78
NA,5376,14.372145,-34.786792,5.57
NA,5336,14.373108,-80.108945,5.06
NA,5371,14.376971,-58.459117,4.76
NA,5375,14.377421,-48.319857,6.1
NA,5378,14.383956,-39.511819,4.41
NA,5381,14.384942,-27.754017,4.78
NA,5387,14.385231,25.338173,6.22
NA,5384,14.387579,1.241569,6.25
NA,5377,14.38896,-50.772252,6.03
NA,5385,14.389638,8.446617,4.86
NA,5383,14.390452,-11.714043,6.22
NA,5380,14.396834,-53.176233,5.99
NA,5388,14.400243,8.243969,5.94
NA,5392,14.403151,5.820131,5.1
NA,5394,14.405075,8.084595,6.19
NA,5327,14.406157,-82.84825,6.42
NA,5393,14.411348,-11.669703,6.49
NA,5390,14.413508,-24.80631,5.34
NA,5379,14.418426,-68.195333,5.56
NA,5404,14.419967,51.850744,4.04
NA,5402,14.424764,38.393053,6.28
NA,5397,14.42497,-19.969985,6.63
NA,5382,14.427716,-66.172922,6.36
NA,5399,14.429936,-26.852241,6.48
NA,5395,14.435619,-45.221424,4.56
NA,5396,14.436336,-45.379276,4.33
NA,5398,14.437074,-42.318597,6.33
NA,5405,14.440935,19.2269,5.4
NA,5400,14.447188,-39.873989,6.36
NA,5339,14.448801,-83.667884,4.31
NA,5391,14.451973,-65.821646,5.87
NA,5401,14.453392,-46.134254,5.83
NA,5406,14.456774,-6.120332,6.18
NA,5411,14.457637,41.024911,6.64
NA,5430,14.458758,75.695993,4.25
NA,5407,14.469564,-29.491638,4.97
Elgafar,5409,14.470038,-2.227957,4.81
NA,5416,14.471234,36.197028,6.22
NA,5414,14.475385,28.289448,7.62
NA,5415,14.475915,28.290528,7.12
NA,5420,14.477197,49.844851,5.58
NA,5410,14.478256,-6.900536,5.42
NA,5403,14.47875,-59.197548,6.46
NA,5423,14.493549,41.795911,6.36
NA,5389,14.493627,-76.729083,6.06
NA,5422,14.497131,31.791188,6.06
NA,5418,14.497366,0.828929,5.96
NA,5412,14.502399,-45.321355,5.51
NA,5413,14.505823,-49.519018,5.38
NA,5424,14.512608,4.772286,6.01
NA,5436,14.512832,63.185788,6.1
NA,5417,14.515728,-40.845122,6.39
NA,5419,14.519678,-38.869708,5.99
NA,5408,14.521224,-67.717197,5.84
NA,5437,14.528567,60.225636,6.26
NA,5429,14.5305,30.371437,3.57
Seginus,5435,14.534636,38.308253,3.04
NA,5433,14.538953,26.677284,6.0
NA,5442,14.541926,55.39801,5.74
NA,5434,14.542374,22.260059,5.91
NA,5421,14.542524,-56.887715,6.71
NA,5425,14.543629,-50.457157,4.44
NA,5428,14.55268,-30.715068,6.07
NA,5441,14.55563,36.959023,6.39
NA,5427,14.558325,-52.679522,5.86
NA,5426,14.559004,-54.998628,5.86
NA,5479,14.560711,79.660427,6.27
NA,5431,14.568881,-42.099256,6.59
NA,5445,14.569915,32.534477,6.32
NA,5451,14.571063,57.065258,6.46
NA,5448,14.577362,36.626064,6.02
NA,5452,14.577676,49.368354,5.74
NA,5447,14.578,29.74513,4.47
NA,5438,14.580758,-20.439381,6.49
NA,5432,14.588072,-60.015644,6.39
NA,5440,14.591786,-42.157824,2.33
NA,5439,14.592079,-41.517436,5.88
NA,5454,14.601909,23.250359,6.39
NA,5444,14.605288,-46.245451,5.55
NA,5446,14.606698,-39.597407,6.13
NA,5449,14.61226,-40.21158,5.74
NA,5455,14.616608,-12.305349,6.2
NA,5450,14.622266,-46.133439,5.39
NA,5443,14.629609,-67.932012,6.03
NA,5453,14.631454,-49.425828,4.05
NA,5464,14.636837,43.64213,5.74
NA,5462,14.637219,18.298379,5.9
NA,5467,14.63756,54.023339,5.83
NA,5456,14.638711,-38.794184,6.04
NA,5468,14.647289,44.4045,5.39
NA,5457,14.653027,-46.58448,6.06
NA,5458,14.656814,-49.055319,6.37
Toliman,5460,14.660346,-60.8383,1.35
Rigil Kentaurus,5459,14.660765,-60.833976,-0.01
NA,5472,14.672743,21.975868,6.13
NA,5461,14.675768,-56.440761,6.3
NA,5473,14.678442,13.534325,5.93
NA,5475,14.678768,16.418324,4.49
NA,5466,14.683721,-36.134858,5.67
NA,5477,14.68582,13.7283,3.78
NA,5480,14.694097,8.161764,4.86
NA,5481,14.695423,11.660662,5.55
NA,5474,14.697566,-30.933156,6.38
NA,5483,14.698398,21.123551,6.4
Uridim,5469,14.698823,-47.3882,2.3
NA,5465,14.698877,-58.615829,6.21
NA,5471,14.699332,-37.793498,4.01
NA,5492,14.700889,61.261916,6.24
Xami,5463,14.708492,-64.975138,3.18
NA,5487,14.717673,-5.658207,3.87
NA,5484,14.720431,-24.997753,5.7
NA,5490,14.723712,26.52785,4.8
NA,5485,14.727624,-35.173655,4.06
NA,5493,14.72901,40.459254,5.72
NA,5486,14.748755,-58.477492,6.1
NA,5489,14.749778,-35.191826,4.92
Izar,5505,14.749784,27.074222,2.35
NA,5488,14.753045,-55.60164,6.1
NA,5496,14.753252,-1.417529,6.06
NA,5510,14.753808,32.788346,6.27
NA,5502,14.754017,16.96428,4.6
NA,5482,14.754802,-62.875648,5.36
NA,5507,14.755717,18.884956,6.15
NA,5501,14.75839,0.717271,5.68
NA,5503,14.766044,-15.459541,6.33
NA,5497,14.766691,-25.443181,5.15
NA,5512,14.768319,15.131788,5.78
NA,5499,14.768547,-23.153018,5.8
NA,5504,14.76969,-21.175966,6.43
NA,5511,14.770812,1.892885,3.73
NA,5494,14.774724,-47.441116,5.74
NA,5495,14.783694,-52.383518,5.22
NA,5508,14.784747,-38.290639,5.9
NA,5498,14.78683,-52.205256,6.07
NA,5513,14.787125,-21.324871,6.05
NA,5514,14.789599,-25.624267,5.61
NA,5509,14.79225,-43.556806,6.3
NA,5516,14.795779,-26.0875,5.23
Paradys,5470,14.797701,-79.044751,3.83
NA,5518,14.798597,-12.840007,6.34
NA,5517,14.799322,-26.646155,5.76
NA,5524,14.806486,24.366876,6.15
NA,5519,14.810569,-36.634697,5.89
NA,5500,14.812377,-66.593563,5.91
NA,5522,14.815026,-0.847655,6.15
NA,5529,14.818551,37.811179,6.15
NA,5515,14.818641,-56.667829,6.21
Merga,5533,14.821853,46.116205,5.76
NA,5521,14.821874,-24.25147,5.68
NA,5523,14.821959,-14.149022,5.32
NA,5537,14.82566,51.374503,6.49
NA,5538,14.828143,48.720804,5.68
NA,5532,14.832888,28.615832,5.8
NA,5534,14.837723,23.911844,5.86
Solitaire,5526,14.838147,-27.960371,4.42
NA,5596,14.838814,82.511944,5.63
NA,5541,14.841577,37.272047,5.47
NA,5530,14.844773,-15.997237,5.15
Kochab,5563,14.845105,74.155505,2.07
Zubenelgenubi,5531,14.847977,-16.041778,2.75
NA,5536,14.850026,-0.257491,6.18
NA,5535,14.850298,-2.29915,4.93
NA,5544,14.856493,19.10046,4.54
NA,5552,14.857362,59.293985,5.48
NA,5528,14.860641,-43.575359,4.32
NA,5542,14.87587,-30.577253,6.3
NA,5527,14.876462,-63.809827,5.91
NA,5543,14.880855,-37.80316,5.02
NA,5520,14.887097,-73.190071,5.59
NA,5550,14.889819,15.705167,6.41
NA,5553,14.889939,19.152798,6.0
NA,5548,14.905592,-24.642202,5.27
NA,5554,14.906354,-11.898348,5.78
NA,5549,14.910532,-33.300575,5.85
NA,5539,14.91183,-65.991095,6.09
NA,5546,14.926287,-60.114164,5.18
NA,5558,14.929085,-33.855785,5.32
NA,5569,14.932944,32.300063,6.12
NA,5567,14.937008,14.446266,5.9
NA,5556,14.938123,-52.809548,5.38
NA,5581,14.939724,49.628449,5.63
NA,5562,14.941907,-32.636784,6.06
NA,5559,14.942239,-47.879198,5.62
NA,5561,14.943265,-39.416023,6.36
NA,5551,14.945554,-62.781016,5.08
NA,5564,14.946142,-11.409701,5.48
NA,5560,14.950534,-51.447253,6.6
NA,5574,14.950999,21.555419,6.5
NA,5570,14.953055,-4.346462,4.47
NA,5575,14.953244,16.388128,5.72
NA,5565,14.953808,-29.157678,6.28
NA,5568,14.957765,-21.415475,5.72
NA,5573,14.959236,-0.167612,5.51
NA,5589,14.959743,65.93246,4.63
NA,5540,14.964755,-76.662655,5.37
NA,5566,14.969112,-48.863011,6.34
NA,5578,14.970392,-11.15476,6.61
NA,5571,14.975537,-43.13396,2.68
NA,5572,14.976817,-39.907172,6.17
NA,5577,14.977572,-27.657314,5.65
NA,5583,14.981329,-4.989256,6.08
NA,5582,14.98155,-11.144014,5.88
NA,5576,14.986025,-42.104194,3.13
NA,5579,14.987202,-37.881234,6.45
NA,5584,14.989754,4.567761,5.91
NA,5580,14.990888,-43.159833,6.1
NA,5588,14.993598,39.265333,5.64
NA,5555,14.998825,-75.032669,6.2
NA,5547,15.003147,-77.16055,5.92
NA,5597,15.010756,47.277441,6.35
NA,5592,15.014521,22.045589,6.29
NA,5586,15.016208,-8.518943,4.91
NA,5585,15.020303,-38.058398,5.88
NA,5590,15.022174,-2.754927,5.52
NA,5608,15.024195,60.204453,5.91
NA,5594,15.030255,-0.140295,5.71
NA,5525,15.030754,-83.227646,5.65
Nekkar,5602,15.032436,40.390566,3.49
NA,5587,15.032801,-34.358875,6.21
NA,5591,15.035119,-28.060611,5.83
NA,5600,15.035141,25.008138,4.8
NA,5599,15.045797,-3.031388,6.6
NA,5601,15.048344,2.091303,4.39
NA,5595,15.049799,-32.643294,5.45
NA,5609,15.051683,35.205795,5.52
NA,5612,15.051827,44.644518,6.59
NA,5613,15.060137,34.565761,6.59
Quadrans,5618,15.063174,47.65406,4.83
NA,5629,15.066041,65.919714,6.22
Brachium,5603,15.067839,-25.281965,3.25
NA,5610,15.068455,5.492832,7.15
NA,5616,15.074098,26.947649,4.52
NA,5604,15.078583,-40.86133,6.29
NA,5545,15.079711,-83.038311,5.65
NA,5593,15.08003,-64.03135,5.16
NA,5605,15.085303,-47.051245,3.91
NA,5607,15.088656,-41.067236,5.13
NA,5627,15.090515,48.150972,5.59
NA,5614,15.096591,-25.789486,6.65
NA,5615,15.103871,-36.264599,6.27
NA,5635,15.104638,54.556318,5.24
NA,5620,15.107539,-22.03183,6.13
NA,5619,15.109222,-30.918483,5.97
NA,5630,15.109765,36.456063,6.35
NA,5622,15.110444,-16.256818,5.19
NA,5598,15.118942,-71.904951,6.52
NA,5634,15.121682,24.869195,4.93
NA,5633,15.122324,18.441825,6.03
NA,5617,15.123874,-49.088612,5.77
NA,5631,15.127868,5.498035,6.16
NA,5611,15.132432,-65.275449,6.18
NA,5624,15.136703,-40.58393,5.75
NA,5648,15.138761,50.054955,6.33
NA,5638,15.139939,26.301152,5.67
NA,5640,15.143212,25.108635,5.82
NA,5625,15.144223,-42.867921,5.85
NA,5626,15.147394,-45.279857,4.07
NA,5639,15.148198,13.235242,6.16
NA,5623,15.157091,-63.64293,6.25
NA,5621,15.15831,-67.084133,5.76
NA,5636,15.168702,-38.792511,5.98
NA,5641,15.171843,-26.332621,5.75
NA,5672,15.179002,67.781035,6.18
NA,5632,15.179128,-61.42232,6.29
NA,5557,15.185777,-84.787812,5.88
NA,5637,15.187773,-55.346032,5.45
NA,5643,15.192206,-45.2792,7.38
NA,5642,15.193002,-45.277459,6.44
NA,5646,15.198918,-48.737819,3.88
NA,5647,15.199363,-48.743687,5.7
NA,5654,15.201184,18.976031,5.9
NA,5652,15.203692,-19.79171,4.54
NA,5649,15.20476,-52.099247,3.41
NA,5650,15.20867,-48.218992,6.32
NA,5628,15.209444,-72.770599,6.02
NA,5659,15.212084,19.286028,6.69
NA,5651,15.213776,-44.500414,4.83
NA,5645,15.216951,-61.74378,6.27
NA,5653,15.218796,-36.091425,6.09
NA,5655,15.221503,-24.008322,6.47
NA,5656,15.221997,-19.647572,6.07
NA,5657,15.224637,-25.309347,6.47
NA,5665,15.225519,22.983399,6.31
NA,5673,15.226551,38.2647,6.19
NA,5658,15.231476,-26.193569,5.84
NA,5674,15.235011,31.787845,5.98
NA,5677,15.236196,42.171409,6.12
NA,5644,15.238658,-70.079476,5.75
NA,5676,15.241435,29.164295,5.28
NA,5662,15.242711,-17.768572,6.18
NA,5660,15.2437,-31.519121,4.91
NA,5691,15.243926,67.346722,5.15
NA,5669,15.247388,-5.502555,6.28
NA,5693,15.247677,68.94573,6.52
NA,5675,15.253154,4.939362,5.32
NA,5681,15.258376,33.314833,3.46
NA,5679,15.263633,0.372139,5.62
NA,5663,15.264907,-48.073661,5.96
NA,5667,15.267785,-41.491155,5.15
NA,5668,15.269573,-43.484997,6.05
NA,5678,15.273059,-22.399416,5.52
NA,5661,15.276859,-60.903996,5.74
NA,5664,15.282471,-60.957255,5.04
Zubeneschamali,5685,15.283449,-9.382917,2.61
NA,5714,15.284968,71.823901,5.02
NA,5670,15.291917,-58.801208,4.07
NA,5666,15.294136,-63.610465,4.85
NA,5686,15.297178,-30.148673,4.35
NA,5682,15.302614,-41.061159,6.3
NA,5692,15.306807,20.572778,5.68
NA,5690,15.307257,-0.461234,5.88
NA,5683,15.308897,-47.875272,4.27
NA,5688,15.311473,-31.209347,6.18
NA,5680,15.313651,-60.496334,5.43
NA,5671,15.315181,-68.679545,2.87
NA,5687,15.315661,-40.788222,5.59
NA,5694,15.321888,1.765408,5.04
NA,5702,15.325014,32.514903,6.33
NA,5689,15.325481,-37.097161,6.19
NA,5715,15.334763,51.958515,5.65
NA,5709,15.335714,29.616209,5.51
NA,5684,15.344599,-67.481526,6.27
NA,5716,15.344909,44.434376,6.14
Pherkad,5735,15.345483,71.834016,3.0
NA,5706,15.346394,-2.413331,6.34
NA,5701,15.348244,-18.158658,6.16
NA,5703,15.350382,-15.548342,6.14
NA,5710,15.350554,0.715337,5.35
NA,5711,15.351911,24.95802,6.36
NA,5707,15.352114,-5.824853,5.54
NA,5695,15.356201,-40.647518,3.22
NA,5697,15.35836,-38.218692,6.57
NA,5696,15.359807,-40.749482,6.21
NA,5705,15.36344,-36.261376,3.57
NA,5718,15.363495,32.933695,5.38
NA,5699,15.363507,-48.317628,5.65
NA,5698,15.368975,-47.927792,4.99
NA,5717,15.373122,12.567521,6.29
NA,5731,15.377014,62.047076,5.99
NA,5726,15.377048,39.581463,5.56
NA,5737,15.377341,63.341439,5.72
NA,5708,15.378021,-44.689622,3.37
NA,5712,15.385931,-36.858489,4.54
NA,5700,15.386265,-60.657176,5.65
NA,5727,15.38675,30.287812,4.99
NA,5704,15.389625,-59.320787,4.48
NA,5721,15.395475,-1.022384,6.11
NA,5720,15.397844,-12.369501,5.72
NA,5732,15.401422,45.271031,6.07
NA,5723,15.403303,-10.322266,4.92
Alkalurops,5733,15.408181,37.377167,4.31
Alkalurops B,5734,15.40858,37.3473,6.51
NA,5719,15.412504,-39.710268,5.36
Edasich,5744,15.415494,58.966065,3.29
NA,5722,15.418454,-38.169241,7.04
NA,5724,15.422285,-38.73362,4.6
NA,5739,15.429832,15.428036,5.16
NA,5740,15.431464,19.480707,6.26
NA,5713,15.437389,-68.309167,5.89
NA,5741,15.438166,34.335996,5.46
NA,5748,15.442273,54.020294,6.44
NA,5736,15.455037,-36.76756,5.46
NA,5725,15.459193,-64.531504,5.71
NA,5745,15.460798,25.101626,6.01
NA,5754,15.461326,62.275682,6.53
Nusakan,5747,15.463818,29.105703,3.66
NA,5755,15.464287,60.670217,5.9
NA,5743,15.470947,-16.716484,5.64
NA,5491,15.472398,-88.13301,6.49
NA,5738,15.474225,-51.597934,6.1
NA,5746,15.477288,1.842081,5.15
NA,5752,15.478999,47.201514,6.15
NA,5759,15.482451,55.194937,6.45
NA,5829,15.486623,80.448602,6.57
NA,5768,15.489198,62.099529,6.32
NA,5742,15.490075,-46.732704,5.26
NA,5760,15.506325,31.285932,6.45
NA,5761,15.507728,36.804555,6.52
NA,5749,15.51007,-20.728553,6.2
NA,5750,15.511223,-16.609464,5.82
NA,5758,15.515398,8.579092,6.57
NA,5763,15.515488,40.833047,5.04
NA,5785,15.515514,64.208693,5.74
NA,5769,15.522863,36.616599,6.39
NA,5826,15.523619,77.349352,5.0
NA,5730,15.525228,-73.389591,5.4
