proper,HR,RA2000,DEJ2000,Vmag
NA,1465,4.566598,-55.044975,3.3
NA,1448,4.568963,5.568616,5.67
NA,1451,4.569897,-8.231352,5.2
NA,1452,4.569936,-8.970258,5.24
NA,1450,4.570609,-6.837809,6.09
NA,1445,4.57722,28.96115,5.88
NA,1461,4.58353,-19.921384,6.12
NA,1460,4.587255,-9.736373,6.74
Theemin,1464,4.592512,-30.562341,3.81
NA,1458,4.594239,10.16079,4.25
NA,1455,4.595156,19.881791,6.33
Aldebaran,1457,4.598677,16.509301,0.87
NA,1462,4.600465,-3.611641,6.34
NA,1463,4.605317,-3.352459,3.93
NA,1440,4.606727,64.261602,5.91
NA,1459,4.608092,23.340855,6.01
NA,1454,4.611508,41.264808,4.25
NA,1492,4.612677,-62.077154,5.59
NA,1476,4.614148,-30.716779,6.28
NA,1469,4.620465,0.998314,5.32
NA,1474,4.626703,-2.473548,5.22
NA,1472,4.635956,16.033291,5.78
NA,1473,4.635961,12.510838,4.27
Sceptrum,1481,4.63634,-14.30402,3.86
NA,1471,4.637731,20.684722,5.85
NA,1531,4.639372,-77.656003,6.05
NA,1470,4.641531,26.939263,6.56
NA,1483,4.64821,-12.123121,4.99
NA,1498,4.651194,-51.672752,6.45
NA,1480,4.65171,7.870976,5.38
NA,1478,4.65256,15.799846,5.08
NA,1479,4.654583,15.917977,4.67
NA,1487,4.655475,-14.359192,5.46
NA,1477,4.65643,25.218274,6.21
NA,1488,4.663117,-1.052459,6.11
NA,1467,4.66519,53.079535,5.07
NA,1466,4.666126,53.473021,5.36
NA,1484,4.667616,12.197609,5.45
NA,1495,4.668557,-24.482368,5.56
NA,1504,4.671594,-58.943909,6.53
NA,1496,4.674031,-19.671493,4.32
NA,1502,4.676039,-41.863752,4.44
NA,1490,4.688822,28.614994,5.73
NA,1482,4.690032,48.300881,5.66
NA,1489,4.697283,38.280182,5.97
NA,1503,4.700965,-37.144297,5.04
NA,1497,4.704084,22.956926,4.27
NA,1516,4.712899,-50.481334,5.3
NA,1494,4.715089,43.365138,5.3
NA,1541,4.717764,-70.931027,5.53
NA,1509,4.719249,-30.765557,5.66
NA,1499,4.720488,24.08892,6.18
NA,1486,4.721602,59.521134,6.51
NA,1493,4.722665,49.973789,5.86
NA,1505,4.726318,-8.794317,5.98
NA,1518,4.728964,-41.064788,6.24
NA,1501,4.730068,32.865459,6.49
NA,1508,4.734811,-8.503571,5.78
NA,1513,4.73555,-18.666586,5.53
NA,1500,4.736949,40.786454,6.09
NA,1530,4.739205,-59.732733,5.28
NA,1507,4.740508,11.146137,5.39
NA,1540,4.749419,-63.229715,6.46
NA,1521,4.751156,-21.283383,5.72
NA,1520,4.758375,-3.254657,4.01
NA,1512,4.761796,23.627996,6.34
NA,1524,4.763795,-34.005004,6.85
NA,1526,4.765406,-39.356619,6.04
NA,1468,4.766786,76.611042,6.46
NA,1519,4.76715,11.705591,5.35
NA,1517,4.771341,18.734693,5.99
NA,1522,4.773379,-2.954532,6.33
NA,1525,4.773819,-28.087444,6.18
NA,1514,4.779021,40.31259,5.99
NA,1532,4.793413,-16.934456,5.49
NA,1539,4.797104,-30.020372,6.35
NA,1511,4.800069,56.757183,5.29
NA,1515,4.801942,55.602611,6.32
NA,1538,4.809037,-16.329484,5.76
NA,1548,4.809384,-43.979979,6.72
NA,1536,4.810107,-5.674045,5.77
NA,1534,4.812396,3.588526,6.04
NA,1491,4.813968,75.941219,5.96
NA,1529,4.820235,31.437375,5.57
NA,1528,4.821965,32.588191,5.84
NA,1545,4.828402,-13.769669,6.27
NA,1537,4.828912,15.904221,6.09
Tabit,1543,4.830669,6.961276,3.19
NA,1533,4.831846,37.488275,4.89
NA,1549,4.83656,-16.217159,5.03
NA,1557,4.837828,-41.320848,6.06
NA,1510,4.843441,70.941528,6.36
NA,1544,4.843534,8.900176,4.35
NA,1563,4.848706,-53.461508,5.58
NA,1564,4.849036,-53.459698,6.42
NA,1535,4.852594,48.740685,5.64
NA,1552,4.853434,5.605104,3.68
NA,1547,4.856239,18.839861,5.08
NA,1559,4.857837,-34.906286,5.82
NA,1553,4.862051,9.975078,6.11
NA,1527,4.868109,63.505421,5.47
NA,1556,4.875545,14.250642,4.71
NA,1551,4.877218,36.703187,4.79
NA,1554,4.879754,27.897485,5.97
NA,1550,4.879933,42.586626,5.68
NA,1560,4.881575,-5.452695,4.36
NA,1606,4.884919,-72.40768,6.28
NA,1546,4.886052,52.841155,6.4
NA,1562,4.889659,2.508225,5.33
NA,1598,4.891803,-66.675413,6.43
NA,1565,4.898835,1.569369,6.61
NA,1542,4.900836,66.342678,4.26
NA,1567,4.904193,2.440672,3.71
NA,1569,4.913027,11.426006,5.18
NA,1571,4.913273,7.779097,5.33
NA,1574,4.914086,0.467167,5.98
NA,1558,4.914233,44.060861,6.06
NA,1597,4.914717,-58.547652,6.11
NA,1570,4.914924,10.150833,4.64
NA,1584,4.915226,-39.628607,6.11
NA,1566,4.916211,19.485388,6.36
NA,1555,4.917537,55.259109,5.52
NA,1579,4.918562,-16.74067,5.71
NA,1629,4.919765,-74.936852,5.47
NA,1581,4.921847,-16.417767,5.71
NA,1583,4.92505,-25.727758,6.71
NA,1576,4.930598,15.040278,5.79
NA,1578,4.932875,5.399024,6.5
NA,1561,4.935299,52.869761,5.75
NA,1575,4.937661,24.592218,6.33
NA,1573,4.938913,36.168537,6.1
NA,1580,4.939521,13.514466,4.06
NA,1582,4.940052,-5.171356,5.5
Hassaleh,1577,4.949894,33.16609,2.69
NA,1591,4.954775,-1.067258,6.25
NA,1568,4.95478,53.752101,4.43
NA,1585,4.956206,17.153677,5.51
NA,1595,4.962412,-14.23192,6.15
NA,1586,4.963513,23.948562,5.79
NA,1590,4.969275,25.050405,5.79
NA,1596,4.969698,-2.212738,6.34
NA,1601,4.975806,1.714016,4.47
NA,1716,4.980829,-82.470512,5.84
NA,1600,4.98317,14.54324,6.14
NA,1604,4.983713,-16.376027,5.65
NA,1592,4.987612,37.890245,4.93
NA,1607,4.99343,-14.806255,8.08
NA,1588,4.996204,53.155451,6.09
NA,1608,4.997348,-10.263325,5.39
NA,1611,4.998816,-12.537416,4.78
NA,1682,5.003688,-78.300009,6.29
NA,1599,5.005095,39.394701,5.95
NA,1523,5.005755,81.194088,5.09
NA,1602,5.006449,39.654653,6.46
NA,1609,5.009039,3.614792,7.03
NA,1610,5.009426,3.615749,6.65
NA,1613,5.011058,-2.066032,6.31
NA,1614,5.013611,-5.753675,6.22
NA,1621,5.023772,-20.051918,4.91
NA,1617,5.023985,-7.173965,4.8
NA,1631,5.026257,-39.718046,6.02
NA,1593,5.026676,61.077996,6.03
NA,1618,5.030654,0.722112,5.91
Almaaz,1605,5.032815,43.823308,3.03
NA,1619,5.03334,1.608865,6.45
NA,1628,5.03606,-26.275029,5.01
NA,1572,5.038832,74.269368,6.05
NA,1635,5.039668,-31.771333,5.92
Saclateni,1612,5.041301,41.075837,3.69
NA,1677,5.045279,-71.3143,5.3
NA,1634,5.045828,-22.795052,5.74
NA,1625,5.045943,-4.210121,5.86
NA,1649,5.046861,-49.151407,5.37
NA,1594,5.047327,66.822974,6.2
NA,1620,5.051596,21.589962,4.62
NA,1615,5.055177,41.441646,6.11
NA,1603,5.05697,60.442245,4.03
NA,1640,5.064479,-14.370231,6.42
NA,1645,5.064797,-24.388151,5.61
NA,1651,5.064986,-41.74495,6.3
NA,1587,5.070216,73.763887,6.21
NA,1626,5.070712,30.494588,6.14
NA,1633,5.072663,21.277931,6.2
NA,1652,5.07344,-35.482978,4.55
NA,1653,5.073931,-35.705109,6.32
NA,1638,5.076153,15.404105,4.65
NA,1627,5.076921,32.320271,6.59
NA,1632,5.077212,27.696024,6.62
NA,1589,5.077683,74.066955,6.1
NA,1646,5.081813,-3.039675,6.04
NA,1663,5.082776,-49.577837,5.05
NA,1667,5.083502,-54.407401,6.26
NA,1655,5.087832,-26.152391,5.71
NA,1648,5.089921,1.177627,6.1
NA,1654,5.091018,-22.371032,3.19
NA,1674,5.091853,-57.472704,4.71
NA,1642,5.09225,19.806723,6.48
NA,1639,5.100256,35.936388,6.49
NA,1622,5.102349,58.972372,5.22
NA,1700,5.102575,-73.037673,6.26
NA,1623,5.103372,59.02134,6.08
NA,1630,5.106139,54.405185,7.17
NA,1624,5.108245,61.169756,6.0
Haedus,1641,5.10858,41.234474,3.18
NA,1661,5.110206,-13.122622,6.04
NA,1637,5.111289,51.59772,4.98
NA,1657,5.112681,-4.655163,5.12
NA,1644,5.113766,43.174705,6.2
NA,1665,5.1236,-12.491269,5.97
NA,1656,5.124164,18.645052,4.91
NA,1695,5.126116,-63.399679,5.19
NA,1662,5.127309,9.47178,6.15
NA,1658,5.130111,20.418379,5.28
Cursa,1666,5.130829,-5.086446,2.78
NA,1664,5.131359,8.498429,5.33
NA,1660,5.132066,21.704821,5.84
NA,1659,5.135173,24.265175,5.5
NA,1680,5.137427,-35.718283,6.51
NA,1671,5.138942,-8.665324,5.8
NA,1673,5.145472,-4.456207,5.11
NA,1679,5.15244,-8.754081,4.25
NA,1672,5.155456,9.829579,5.43
Mago,1636,5.160181,69.639401,6.43
NA,1676,5.161654,15.597232,4.81
NA,1647,5.162367,64.91949,6.37
NA,1670,5.162524,28.030461,5.93
NA,1681,5.167573,-0.565323,6.11
NA,1669,5.171891,37.301854,6.02
NA,1668,5.178585,46.96207,5.67
NA,1694,5.179053,-25.910463,6.4
NA,1685,5.182785,-2.254114,6.24
NA,1687,5.18866,-2.490782,5.89
NA,1693,5.189686,-11.849089,5.6
NA,1699,5.193288,-37.395281,6.57
NA,1690,5.194819,0.514574,6.68
NA,1684,5.194879,16.045673,5.18
NA,1691,5.195931,1.037028,5.88
NA,1696,5.204973,-11.869219,4.45
NA,1643,5.206237,73.946674,5.44
NA,1815,5.20714,-81.541732,6.51
NA,1697,5.213369,-6.05719,5.9
NA,1702,5.215528,-16.205468,3.29
NA,1675,5.217451,61.85004,6.17
NA,1705,5.220522,-12.941291,4.36
NA,1698,5.221523,2.861265,4.46
NA,1689,5.223811,38.484498,4.82
NA,1678,5.225353,62.691132,6.49
NA,1701,5.225432,1.967684,6.08
NA,1744,5.229288,-67.185255,4.81
NA,1715,5.229537,-35.825391,6.98
NA,1703,5.229793,0.560423,6.33
NA,1727,5.231482,-52.030755,6.03
NA,1710,5.233319,-14.606872,6.22
NA,1721,5.241346,-35.976996,5.75
Rigel,1713,5.242298,-8.20164,0.18
NA,1650,5.243205,76.472761,6.36
NA,1709,5.245569,5.156151,5.5
NA,1692,5.245631,53.213949,6.16
NA,1688,5.253164,59.405687,6.15
NA,1717,5.255139,-1.40904,6.15
NA,1723,5.25677,-26.943509,5.06
NA,1706,5.256777,32.6876,5.01
NA,1711,5.257682,22.284858,6.26
NA,1742,5.26078,-52.182179,6.48
NA,1730,5.26307,-34.926679,6.66
NA,1718,5.267815,11.341354,5.52
NA,1712,5.271708,34.312317,5.99
NA,1724,5.278067,1.947328,6.42
Capella,1708,5.27815,45.997991,0.08
NA,1731,5.280073,-17.142339,6.55
NA,1707,5.288247,53.586123,9.96
NA,1743,5.291411,-34.895207,4.81
NA,1735,5.293442,-6.844409,3.59
NA,1737,5.294512,-13.519826,5.48
NA,1726,5.302935,33.371613,4.54
NA,1683,5.30368,73.268071,5.81
NA,1722,5.304359,42.792111,5.55
NA,1728,5.305249,33.767348,6.15
NA,1725,5.311201,40.465124,6.22
NA,1747,5.314017,-18.13005,5.96
NA,1732,5.316674,33.748394,5.38
NA,1729,5.318995,40.099051,4.69
NA,1746,5.319783,2.595806,5.34
NA,1741,5.320748,20.134596,6.12
NA,1739,5.321278,22.096494,4.96
NA,1753,5.32151,-18.519919,6.37
NA,1754,5.321753,-18.509559,6.53
NA,1767,5.322813,-50.605967,5.44
NA,1758,5.323246,-27.368884,5.98
NA,1734,5.323261,33.985421,6.49
NA,1719,5.324404,58.117365,6.13
NA,1756,5.326257,-13.176788,4.29
NA,1748,5.326468,-1.411892,6.33
NA,1757,5.333062,-12.315585,5.29
NA,1740,5.333589,33.958054,5.05
NA,1733,5.333977,44.425383,6.49
NA,1738,5.337409,41.086212,5.46
NA,1766,5.339086,-34.698856,6.34
NA,1720,5.339615,62.653711,5.64
NA,1759,5.340669,-5.367528,6.4
NA,1762,5.340811,-21.239763,4.7
NA,1736,5.344212,46.963783,6.54
NA,1755,5.34906,19.814347,6.2
NA,1750,5.349815,27.957262,6.35
NA,1752,5.353524,29.569884,5.66
NA,1772,5.354684,-34.345051,6.05
NA,1761,5.355363,4.011948,6.49
NA,1764,5.358845,-0.416491,5.68
NA,1763,5.3621,8.428556,5.78
NA,1765,5.362708,-0.382465,4.72
NA,1771,5.362849,-24.772981,5.06
NA,1749,5.363448,41.804572,5.22
NA,1769,5.364164,-13.755685,6.62
NA,1801,5.372819,-56.134401,6.1
NA,1686,5.376036,79.231149,5.08
NA,1770,5.380556,3.544452,4.99
NA,1760,5.380644,41.02926,5.54
NA,1785,5.386665,-26.705433,6.49
NA,1778,5.388475,-8.415595,5.99
NA,1768,5.389686,28.936761,6.45
NA,1793,5.390006,-39.678423,5.73
NA,1751,5.391065,57.544395,5.24
NA,1783,5.39171,-13.927352,5.25
NA,1777,5.391963,5.323086,6.34
NA,1774,5.393807,16.699298,6.09
NA,1797,5.394132,-37.33669,6.8
NA,1781,5.395086,-0.159818,5.69
NA,1782,5.397592,-0.866622,6.13
NA,1784,5.399119,-7.808065,4.13
NA,1780,5.407071,17.383534,5.0
NA,1792,5.407914,-16.975781,5.64
NA,1788,5.407949,-2.397146,3.35
NA,1787,5.40803,-0.891328,5.07
NA,1786,5.410028,2.353165,6.33
NA,1775,5.410674,31.223912,6.3
NA,1776,5.4107,31.143148,5.94
NA,1773,5.410873,37.385346,5.02
NA,1789,5.412452,1.846445,4.89
NA,1818,5.412858,-52.316245,6.26
NA,1813,5.415438,-44.225684,6.09
NA,1799,5.417151,-10.328887,5.6
Bellatrix,1790,5.418851,6.349702,1.64
NA,1779,5.42026,34.855035,6.55
NA,1800,5.4253,-0.543945,6.55
NA,1803,5.429727,0.520244,6.18
NA,1812,5.433285,-19.695399,5.78
NA,1806,5.43399,-5.518501,6.24
NA,1798,5.434923,16.700161,6.23
Elnath,1791,5.438198,28.60745,1.65
NA,1836,5.438687,-58.91252,5.14
NA,1807,5.444119,6.868658,6.41
NA,1795,5.44689,34.39181,5.92
NA,1811,5.447286,3.095674,4.59
NA,1796,5.447578,33.262258,6.18
NA,1794,5.448422,35.457272,6.17
NA,1859,5.449948,-68.622544,6.02
NA,1817,5.451323,-11.900964,6.3
NA,1827,5.451478,-40.94351,5.86
NA,1804,5.452298,30.208603,5.69
NA,1808,5.452804,17.962216,5.4
NA,1809,5.45386,15.25763,6.18
NA,1823,5.460139,-21.375713,6.08
NA,1810,5.460579,21.936965,4.88
NA,1805,5.460802,34.475892,5.08
NA,1814,5.462669,15.874052,5.52
NA,1820,5.467075,1.298251,6.41
NA,1816,5.467114,17.23913,5.77
Nihal,1829,5.470756,-20.759441,2.81
NA,1835,5.470926,-37.230767,5.56
NA,1819,5.476326,13.678979,6.35
NA,1826,5.482475,-3.307429,6.39
NA,1838,5.48519,-30.116726,6.75
NA,1821,5.487916,25.150215,5.47
NA,1867,5.488144,-62.314256,6.6
NA,1830,5.489913,-3.446394,5.8
NA,1745,5.490461,77.97751,6.53
NA,1822,5.494626,29.186464,6.2
NA,1834,5.49555,-1.092239,4.71
NA,1833,5.498548,1.78926,5.77
NA,1856,5.502632,-47.077655,5.46
NA,1802,5.502835,63.06722,5.43
NA,2059,5.503869,-84.785104,6.18
NA,1882,5.504408,-63.927686,6.19
NA,1837,5.505534,4.204795,6.21
NA,1840,5.505765,-7.434811,6.33
NA,1832,5.507268,15.360449,5.93
NA,1831,5.51204,22.462255,6.29
NA,1825,5.512522,39.825916,6.38
NA,1839,5.51307,5.948139,4.2
NA,1824,5.513514,41.461994,5.99
NA,1849,5.518785,-20.863659,5.53
NA,1862,5.520209,-35.470519,3.86
NA,1842,5.520703,3.292133,5.46
NA,1848,5.52247,-6.708379,6.23
NA,1870,5.526666,-45.925317,5.86
NA,1616,5.530002,85.938528,6.5
NA,1953,5.531318,-76.340964,5.18
NA,1855,5.532183,-7.301537,4.62
Mintaka,1852,5.533445,-0.299092,2.25
NA,1845,5.536875,18.594234,4.32
NA,1847,5.537262,17.058128,5.5
NA,1828,5.542707,57.221071,6.44
NA,1861,5.54482,-1.591831,5.34
NA,1843,5.545465,32.192022,4.71
Arneb,1865,5.545504,-17.822289,2.58
NA,1877,5.547613,-38.513371,5.45
NA,1917,5.549873,-64.227517,5.34
NA,1881,5.552049,-35.139376,5.75
NA,1863,5.552041,-1.717358,6.53
NA,1850,5.557612,32.80118,6.5
NA,1846,5.557979,42.108958,6.55
NA,1868,5.558735,-1.156073,5.36
NA,1858,5.558786,18.540231,5.67
NA,1922,5.560421,-62.489825,3.76
NA,1854,5.560616,34.72557,6.27
NA,1860,5.560788,20.474216,6.19
NA,1912,5.562315,-54.902289,6.42
NA,1888,5.564441,-29.849224,6.52
NA,1864,5.565079,14.305578,5.6
NA,1871,5.565996,1.407647,6.58
NA,1873,5.567747,-1.035726,6.24
NA,1874,5.567791,-1.470253,5.92
NA,1872,5.571326,3.766895,5.32
NA,1964,5.579106,-73.741277,5.79
NA,1876,5.580344,9.489579,4.39
NA,1936,5.582621,-61.176048,6.32
NA,1886,5.583613,-6.00927,5.67
NA,1887,5.584078,-6.002027,4.78
NA,1930,5.584095,-58.871144,6.69
Meissa,1879,5.585633,9.934158,3.39
NA,1883,5.587011,10.240093,5.6
NA,1909,5.587631,-33.079724,5.76
NA,1893,5.587728,-5.387315,4.98
NA,1895,5.587907,-5.389696,5.13
NA,1896,5.588111,-5.38768,6.71
NA,1890,5.589407,-4.494172,6.57
NA,1891,5.589532,-4.42432,6.24
NA,1897,5.589695,-5.41606,4.98
NA,1892,5.589768,-4.838358,4.58
Hatysa,1899,5.590551,-5.909901,2.75
NA,1875,5.590869,24.039589,5.37
NA,1898,5.591966,-4.364046,6.56
NA,1900,5.593307,-3.25284,6.4
NA,1991,5.593372,-78.820839,6.04
NA,1901,5.594301,-4.856067,5.24
NA,1878,5.59875,27.662347,6.27
NA,1927,5.600791,-47.313746,6.1
NA,1915,5.602859,-28.708015,6.26
Alnilam,1903,5.603559,-1.20192,1.69
NA,1906,5.604174,-5.647923,6.56
NA,1869,5.604432,47.71529,6.1
NA,1889,5.608382,25.940166,6.52
NA,1866,5.609784,54.428658,5.74
NA,1911,5.609915,-6.064752,5.71
NA,1884,5.61456,40.182375,6.08
NA,1907,5.615108,9.290673,4.09
NA,1960,5.615273,-66.560287,6.28
NA,1905,5.617704,17.040324,5.53
NA,1908,5.617884,11.035005,5.97
NA,1919,5.619103,-11.775515,6.1
NA,2022,5.61916,-80.469122,5.65
NA,1902,5.619123,26.924473,5.83
NA,1857,5.620852,64.15469,6.15
NA,1853,5.621122,66.696692,6.26
NA,1926,5.621251,-27.871362,6.15
NA,1913,5.622031,8.951875,6.11
NA,1918,5.624266,-5.938391,6.03
Tianguan,1910,5.627413,21.142549,2.97
NA,1935,5.629061,-28.68969,5.28
NA,1904,5.62939,33.559167,6.36
NA,1923,5.631496,-4.814034,6.16
NA,1920,5.633644,7.54142,5.87
NA,1933,5.643881,-6.573959,5.96
NA,1914,5.643913,30.492412,5.4
NA,1947,5.645424,-40.707306,5.81
NA,1931,5.645769,-2.600069,3.77
NA,1937,5.648079,-7.212829,4.77
NA,1921,5.64927,26.618068,6.45
NA,1934,5.653096,4.121467,4.5
NA,1944,5.654507,-17.849408,6.4
NA,1924,5.655087,29.215213,5.98
NA,1929,5.65753,21.762929,6.42
NA,1942,5.658567,-9.706628,6.49
NA,1940,5.658653,-3.564704,5.99
Phact,1956,5.660817,-34.074108,2.65
NA,1844,5.662144,75.043871,6.19
NA,1928,5.662277,25.897091,5.18
NA,1958,5.663845,-32.629216,5.44
NA,1938,5.676641,31.358197,6.04
NA,1950,5.677027,-2.825236,6.22
NA,1939,5.678347,31.920607,6.23
Alnitak,1948,5.679313,-1.942572,1.74
NA,1957,5.679498,-10.408664,6.46
NA,1952,5.680754,-1.128787,4.95
NA,1955,5.684888,0.337753,5.93
NA,1946,5.688255,16.534148,4.84
NA,1925,5.688982,53.481058,6.21
NA,1945,5.68916,29.487418,6.4
NA,1966,5.690812,-33.400741,6.35
NA,1959,5.694538,-2.896457,6.41
NA,1962,5.694864,-16.72583,6.22
NA,1951,5.698545,23.326228,6.57
NA,1954,5.701107,22.660325,6.35
NA,1972,5.703217,-30.535442,6.18
NA,1968,5.703877,-22.373715,5.88
NA,1965,5.704021,-17.530376,6.15
NA,1973,5.704221,-34.667812,5.29
NA,1916,5.707347,65.697649,5.62
NA,1963,5.707953,1.474629,4.9
NA,1967,5.714976,-6.796168,5.97
NA,1941,5.71713,56.581522,6.05
NA,1970,5.719255,-1.613248,6.31
NA,1961,5.722084,23.204372,6.23
NA,1975,5.722686,-18.557475,5.73
NA,1981,5.725049,-39.406908,6.25
NA,1984,5.728092,-45.832864,6.38
NA,1714,5.730266,85.668356,6.69
NA,1943,5.735682,61.476536,6.17
NA,1983,5.741057,-22.448382,3.59
NA,1980,5.741221,-20.126573,6.34
NA,2015,5.746223,-65.735526,4.34
NA,1978,5.750498,4.008111,6.09
NA,1977,5.760947,20.695037,6.87
NA,1974,5.763753,40.507235,6.57
NA,1971,5.765012,49.826255,5.46
NA,1996,5.766637,-32.306435,5.18
NA,1986,5.767463,-4.268484,6.24
NA,2008,5.77427,-46.59718,5.31
NA,1969,5.775106,56.115575,5.93
NA,1988,5.776364,1.168193,5.95
NA,1985,5.779305,15.822497,6.0
NA,1987,5.781149,9.522343,5.78
NA,1998,5.782595,-14.82195,3.55
NA,2005,5.784605,-28.638913,6.22
NA,2000,5.785501,-16.238079,6.18
NA,1989,5.786987,14.488322,5.72
NA,2023,5.787036,-54.360728,6.19
NA,1979,5.787412,42.526748,6.3
NA,2020,5.788079,-51.066514,3.85
NA,2009,5.788524,-35.674075,6.29
NA,1990,5.79061,17.729141,5.47
NA,2001,5.790803,-10.532958,6.04
NA,1993,5.795252,13.899599,5.28
Saiph,2004,5.795941,-9.669605,2.07
NA,2062,5.796706,-72.70225,6.54
NA,2017,5.799466,-40.652975,6.62
NA,1999,5.800065,6.454156,5.26
NA,1997,5.806213,20.869481,6.03
NA,2007,5.809706,-4.094648,5.97
NA,2002,5.816935,24.567535,4.88
NA,1976,5.817963,62.80819,6.18
NA,1995,5.819567,39.181071,4.51
NA,2010,5.825814,12.651324,4.89
NA,2032,5.826146,-44.875394,6.38
NA,2021,5.826817,-14.483665,5.49
NA,2042,5.830451,-56.166663,4.5
NA,2026,5.831528,-22.971872,5.87
NA,2064,5.831539,-66.901187,5.1
NA,2014,5.834079,9.871218,5.79
NA,2019,5.836962,4.423406,5.96
NA,2125,5.837999,-79.361362,5.46
NA,2044,5.84134,-52.767879,6.32
NA,2016,5.841363,14.305608,5.54
NA,2024,5.841674,2.0247,5.97
NA,1992,5.842745,56.918938,6.53
NA,2049,5.848117,-52.108873,5.16
NA,2003,5.848976,51.514583,6.29
Wazn,2040,5.849329,-35.768309,3.12
NA,2013,5.849475,27.967861,5.6
NA,2011,5.850675,37.305573,4.72
NA,2035,5.855357,-20.879089,3.76
NA,2031,5.856107,-7.518003,5.36
NA,2073,5.856416,-64.033566,6.35
NA,2018,5.857153,32.124694,6.28
NA,2036,5.857948,-22.926947,6.16
NA,2012,5.858166,39.14848,3.97
NA,2043,5.866552,-29.449426,6.47
NA,2039,5.868814,-9.0419,5.95
NA,2006,5.87146,58.964088,6.14
NA,2072,5.872276,-57.156191,5.93
NA,2033,5.872859,14.171787,5.6
NA,2030,5.873168,19.867849,5.96
NA,2037,5.874011,1.855134,4.76
NA,2053,5.875883,-37.631063,5.62
NA,2025,5.877685,39.574705,6.4
NA,2028,5.877803,33.917462,6.04
NA,2055,5.87992,-38.525998,6.69
NA,1994,5.88208,68.471541,6.22
NA,2056,5.885245,-33.801361,4.88
NA,2038,5.888617,20.299107,6.7
NA,2034,5.88879,27.612262,4.56
NA,2069,5.889681,-42.921331,6.55
NA,2060,5.899331,-19.638803,6.68
NA,2102,5.901658,-63.089627,4.65
NA,2083,5.902995,-50.362551,6.53
NA,2104,5.903316,-64.482244,6.62
NA,2048,5.903708,10.586403,6.13
NA,2068,5.903896,-29.147206,6.34
NA,2051,5.904377,3.225641,6.3
NA,2047,5.906386,20.276174,4.39
NA,2050,5.908963,11.7632,6.59
NA,2058,5.909638,-4.064714,6.57
NA,2089,5.911422,-49.62701,6.11
NA,2065,5.912119,-11.774192,5.62
NA,2057,5.912232,0.968615,5.99
NA,2094,5.913916,-52.635481,5.29
NA,2029,5.914107,55.706947,4.96
NA,2082,5.91458,-39.957857,5.55
NA,2052,5.915746,19.749614,5.92
NA,2027,5.916063,59.888367,5.2
NA,2046,5.916387,31.701496,5.9
Betelgeuse,2061,5.919529,7.407063,0.45
NA,2087,5.924975,-37.120668,4.97
NA,2070,5.925048,-4.616546,5.87
NA,2071,5.926491,-4.788587,6.28
NA,2063,5.930325,20.175191,10.62
NA,2067,5.934285,13.924912,6.6
NA,2086,5.937296,-22.839975,5.95
NA,2045,5.937349,51.803987,6.62
NA,2092,5.939151,-31.38244,5.52
NA,2085,5.940082,-14.1677,3.71
NA,2075,5.941121,9.509396,5.97
NA,2066,5.942713,28.942266,6.35
NA,2090,5.942899,-23.21531,6.37
NA,2098,5.946946,-31.976247,6.44
NA,2076,5.947069,11.521058,5.89
NA,2074,5.948922,24.249689,6.03
NA,2054,5.951287,49.029687,6.55
NA,2114,5.953992,-53.425693,6.48
NA,2106,5.958947,-35.28328,4.36
NA,2041,5.959716,66.096099,6.24
NA,2093,5.965137,1.22431,6.22
NA,2084,5.966571,25.953912,4.81
NA,2097,5.96992,-0.994018,6.21
NA,2100,5.973456,1.837108,5.89
NA,2117,5.977097,-44.034562,5.81
NA,2103,5.980437,0.552979,5.21
NA,2099,5.981455,12.808264,5.7
NA,2107,5.983633,-9.382223,6.15
NA,2108,5.984531,-9.55825,5.04
NA,2120,5.985778,-42.815135,3.96
NA,2081,5.989384,49.92454,5.9
NA,2077,5.992111,54.284656,3.72
Menkalinan,2088,5.992149,44.947433,1.9
NA,2109,5.993819,-1.444064,6.62
Mahasim,2095,5.995351,37.212585,2.65
NA,2079,5.996063,55.320857,6.42
NA,2080,5.996652,54.547009,6.14
NA,2091,5.998917,45.936736,4.3
NA,2113,6.00093,-3.074253,4.53
NA,2118,6.004905,-12.900034,6.21
NA,2096,6.005252,44.592013,6.21
NA,2138,6.013661,-51.216319,5.65
NA,2101,6.016267,47.901923,5.71
NA,2111,6.016793,27.572362,6.04
NA,2110,6.019457,31.034517,6.18
NA,2129,6.020305,-25.417763,6.04
NA,2131,6.021194,-33.911835,5.54
NA,1885,6.022272,85.182113,6.17
NA,2116,6.02823,22.401001,6.36
NA,2105,6.028627,48.959445,5.98
NA,2128,6.030673,-10.59793,4.92
NA,2151,6.035924,-60.09683,6.41
NA,2127,6.038085,1.694053,6.58
NA,2124,6.039722,9.647276,4.12
NA,2136,6.042726,-14.497157,6.2
NA,2112,6.046833,49.905678,6.04
NA,2115,6.048193,43.378334,6.38
NA,2122,6.048657,32.635697,6.23
NA,2140,6.054333,-26.284544,5.03
NA,2119,6.054982,42.911564,6.08
NA,2133,6.05688,11.681065,6.09
NA,2130,6.057602,19.690561,5.14
NA,2135,6.065329,20.138452,4.64
NA,2134,6.068671,23.263341,4.16
NA,2142,6.070417,-6.708941,5.19
NA,2149,6.072296,-32.17243,5.65
NA,2157,6.074572,-45.036603,6.35
